Site,Latitude,Longitude,Date,Air Temperature (CÂ°),Air Temperature Uncertainty (CÂ°),Wind Direction at 3m (Â°N),Wind Direction at 3m Uncertainty (Â°N),Wind Speed at 3m (m/s),Wind Speed at 3m Uncertainty (m/s),Wind Speed at 3m (std dev) (m/s),Wind Speed at 3m (std dev) Uncertainty (m/s),DHI (Wh/m2),DHI Uncertainty (Wh/m2),Standard Deviation DHI (Wh/m2),DNI (Wh/m2),DNI Uncertainty (Wh/m2),Standard Deviation DNI (Wh/m2),GHI (Wh/m2),GHI Uncertainty (Wh/m2),Standard Deviation GHI (Wh/m2),Peak Wind Speed at 3m (m/s),Peak Wind Speed at 3m Uncertainty (m/s),Relative Humidity (%),Relative Humidity Uncertainty (%),Barometric Pressure (mB (hPa equiv)),Barometric Pressure Uncertainty (mB (hPa equiv)),GHI(Computed)
Majmaah - University,25.85891,45.41889,1/3/2018 0:00,23.7,0.5,140,4,3.4,0.1,2,2557.729545,2598,209.1,701.7,5142.9,427.9,2252.8,6130.1,422,1006.4,15.7,0.1,26.2,3,933.4,4.7,2115.917974
Majmaah - University,25.85891,45.41889,1/4/2018 0:00,24.4,0.5,150,4,3.7,0.1,2.2,2557.729545,3363.6,286.1,669,3562.8,369.8,2213.8,6129.9,468.3,1434.8,26.1,0.1,39.6,3,930.6,4.7,1559.037225
Majmaah - University,25.85891,45.41889,1/5/2018 0:00,30.8,0.5,122,4,3.7,0.1,2.1,2557.729545,3902.2,294.7,640.7,3921.6,346.2,1534.2,7065.5,454.3,796.7,19.2,0.1,21.9,3,929.4,4.7,1685.815108
Majmaah - University,25.85891,45.41889,1/6/2018 0:00,35.1,0.5,336,4,3.3,0.1,2.1,2557.729545,2888.6,208.7,571.5,6422.5,524.6,1263,7908.9,486.4,421.4,14.7,0.1,13.7,3,926,4.6,2569.278253
Majmaah - University,25.85891,45.41889,1/7/2018 0:00,35.6,0.5,338,3.7,3.4,0.1,2.1,2557.729545,2710.9,209.2,587.9,6677,512.1,1217.6,7835.9,544.3,378.4,18.7,0.1,12.5,3,923.8,4.6,2658.262387
Majmaah - University,25.85891,45.41889,1/8/2018 0:00,34.7,0.5,352,4,3,0.1,2,2557.729545,2030.7,154.7,505.3,7539.3,519.1,1216.9,7566.4,467.7,328.2,17.1,0.1,13.9,3,925.3,4.6,2962.776683
Majmaah - University,25.85891,45.41889,1/9/2018 0:00,34.3,0.5,60,4,2.5,0.1,1.7,2557.729545,2471.2,191.5,472.3,5573.8,462.3,1243.3,6466.1,410.1,444.2,13.9,0.1,13.8,3,929.3,4.7,2266.234456
Majmaah - University,25.85891,45.41889,1/10/2018 0:00,26.7,0.5,119,3.7,2.5,0.1,1.7,2557.729545,2007.8,167.4,543.1,5048,428.2,2355.6,5257.5,358.9,1032.3,17.9,0.1,30.6,3,934.6,4.7,2081.176345
Majmaah - University,25.85891,45.41889,1/11/2018 0:00,18.2,0.5,107,3.7,3,0.1,1.6,2557.729545,1777.1,162.4,537.8,3202.3,381.8,2224.7,3507.4,277.7,1184.5,13.3,0.1,73.9,3,936.1,4.6,1431.792542
Majmaah - University,25.85891,45.41889,1/12/2018 0:00,16,0.5,132,4,2.8,0.1,1.5,2557.729545,1580.7,123.6,428.2,4396.7,380.3,1703.4,3834.7,262.4,655.8,11.7,0.1,63.4,3,937.4,4.7,1853.899753
Majmaah - University,25.85891,45.41889,1/1/2019 0:00,15.9,0.5,167,3.7,3.4,0.1,2,2557.729545,2300.2,180.9,558,2693.9,336,1691.2,3751.2,265.2,704.2,16.8,0.1,45.9,3,936.6,4.6,1247.102312
Majmaah - University,25.85891,45.41889,1/2/2019 0:00,15.1,0.5,113,4,3.1,0.1,1.9,2557.729545,1931.1,191.7,818.6,4659.4,529.6,2890.4,4669.5,349.1,1392.5,18.4,0.1,50.2,3,935.6,4.7,1945.530722
Majmaah - University,25.85891,45.41889,1/3/2019 0:00,18.6,0.5,187,3.7,3.7,0.1,2.3,2557.729545,2521.7,228.2,1045.2,5628.1,544.4,2857.9,6289.7,414.7,920.7,20.8,0.1,34,3,933,4.6,2289.174567
Majmaah - University,25.85891,45.41889,1/4/2019 0:00,22.9,0.5,139,4,3.5,0.1,2.1,2557.729545,2687.9,640.7,855.5,5345.6,1194,2587.1,6665.8,1206.4,1189,26.1,0.1,37.5,3,931.8,4.7,2190.286959
Majmaah - University,25.85891,45.41889,1/5/2019 0:00,31.1,0.5,183,4,3.2,0.1,2.1,2557.729545,3170.8,820.1,703,4996.2,1478.3,2048,7049.7,1532.9,959.5,21.3,0.1,23.5,3,930,4.7,2065.596441
Majmaah - University,25.85891,45.41889,1/6/2019 0:00,35.7,0.5,3,3,2.7,0.1,2,2557.729545,2665.1,800.9,691.7,6546.3,1576.4,1491.4,7681.9,1545.5,419.9,15.7,0.1,12.5,3,926.9,4.6,2612.423181
Majmaah - University,25.85891,45.41889,1/7/2019 0:00,35.7,0.5,346,4,3,0.1,1.9,2557.729545,2278.9,222.3,688.9,7614,540.8,1491,7979.4,482.3,336.8,15.5,0.1,12.5,3,924.1,4.6,2989.938971
Majmaah - University,25.85891,45.41889,1/8/2019 0:00,35.2,0.5,332,4,3.3,0.1,2.1,2557.729545,2120.6,157.4,381.2,7502.3,519.4,785.6,7647.6,477.6,253,16,0.1,12.7,3,925.4,4.6,2949.845908
Majmaah - University,25.85891,45.41889,1/9/2019 0:00,33.4,0.5,90,3.7,2.3,0.1,1.5,2557.729545,2047.6,193.3,552.2,6776.3,496.8,1303.1,6796.3,429.9,345.7,15.2,0.1,15,3,928.7,4.6,2692.31824
Majmaah - University,25.85891,45.41889,1/10/2019 0:00,29,0.5,135,4,2.5,0.1,1.6,2557.729545,1924.1,153.2,504.4,5750.9,465.6,1396.2,5595,370,408.4,20.3,0.1,26,3,932.5,4.7,2329.692023
Majmaah - University,25.85891,45.41889,1/11/2019 0:00,20,0.5,132,4,2.6,0.1,1.5,2557.729545,1744.2,150.8,571.9,4032.4,446.4,2439.7,3986.5,293.3,1163.6,12,0.1,49.9,3,935.5,4.7,1722.064182
Majmaah - University,25.85891,45.41889,1/12/2019 0:00,16.1,0.5,165,4,2.8,0.1,1.9,2557.729545,1230.7,120.1,491.1,6304,539.5,1858.8,4336.2,282.1,365.6,13.9,0.1,45.6,3,936,4.7,2527.039112
Majmaah - University,25.85891,45.41889,1/1/2020 0:00,12.9,0.5,270,4,2.7,0.1,2.3,2557.729545,1206,342.2,514.4,6848.5,1713.2,1896.6,4748.2,1036.6,499.6,14.9,0.1,40.3,3,936.7,4.7,2719.40241
Majmaah - University,25.85891,45.41889,1/2/2020 0:00,17,0.5,193,4,2.7,0.1,2.3,2557.729545,2049.9,631.7,820.5,5507.8,1766.8,2526.2,5303,1232.3,746.8,17.1,0.1,31.2,3,936,4.7,2244.332231
Majmaah - University,25.85891,45.41889,1/3/2020 0:00,20.6,0.5,275,4,2.9,0.1,2.2,2557.729545,2846.5,767.9,917.9,5154.7,1708.2,2372.8,6373.3,1379.8,725.7,15.5,0.1,26.9,3,932.4,4.7,2120.676771
Majmaah - University,25.85891,45.41889,1/4/2020 0:00,25.8,0.5,144,4,3.6,0.1,2.2,2557.729545,3119.7,845.7,821.6,5160.7,1644.3,2143.5,7018.7,1520.2,885.4,19.2,0.1,31.5,3,930.7,4.7,2125.157075
Majmaah - University,25.85891,45.41889,1/5/2020 0:00,30.8,0.5,44,4,2.6,0.1,2.1,2557.729545,3267.9,904.9,898.4,4921.1,1605.3,2494.5,7073.8,1537.2,1063.3,17.9,0.1,17.8,3,930.6,4.7,2038.211949
Majmaah - University,25.85891,45.41889,1/9/2020 0:00,32.8,0.5,21,4,1.8,0.1,1.9,2557.729545,2086.8,643.3,590.4,6745.1,1612.1,1408.4,6787.4,1399.5,332.5,16,0.1,13.6,3,928.9,4.7,2681.06263
Majmaah - University,25.85891,45.41889,1/10/2020 0:00,25.4,0.5,19,4,1.5,0,1.6,2557.729545,1186.7,319.6,264.1,8279.5,1752.2,695.2,6164,1257.5,276.1,11.2,0.1,16.4,3,934.1,4.7,3224.358564
Majmaah - University,25.85891,45.41889,1/11/2020 0:00,21.3,0.5,164,4,2.4,0.1,2.2,2557.729545,1622.1,493.8,543.9,5097,1652.5,2521.1,4415.4,1071,1142.7,14.7,0.1,39.5,3,935.3,4.7,2098.329644
Majmaah - University,25.85891,45.41889,1/12/2020 0:00,15,0.5,116,4,2.1,0,1.6,2557.729545,1507.5,411.8,445.3,4625.1,1435.6,2287.2,3855.8,869.7,748.8,14.4,0.1,58.6,3,937.6,4.7,1933.772683
Majmaah - University,25.85891,45.41889,1/1/2021 0:00,14.5,0.5,129,4,2,0.1,1.8,2557.729545,1537.6,407.9,451,5340.9,1516,2253.1,4355.3,976.7,888.8,13.9,0.1,46.1,3,937.7,4.7,2185.987522
Majmaah - University,25.85891,45.41889,1/2/2021 0:00,16.1,0.5,115,4,2.5,0.1,2.1,2557.729545,1963.9,625.1,752.5,5057.5,1751,2758.1,4928.3,1205.8,991.8,16,0.1,44,3,936.1,4.7,2086.305143
Majmaah - University,25.85891,45.41889,1/3/2021 0:00,22.7,0.5,140,4,2.9,0.1,2.2,2557.729545,2965.9,845,811,4796.5,1285.2,1880.3,6328.4,1388.2,694.7,21.1,0.1,23.9,3,933.2,4.7,1993.570021
Majmaah - University,25.85891,45.41889,1/4/2021 0:00,26.8,0.5,26,3.7,2.2,0.1,2.1,2557.729545,3155.4,814.4,650.3,4764.8,1575.3,2339,6740.4,1553.8,1406.9,19.5,0.1,19.4,3,932.5,4.6,1982.464088
Majmaah - University,25.85891,45.41889,1/5/2021 0:00,32.7,0.5,51,3.7,2.1,0,1.9,2557.729545,2866.7,728.8,783.3,6559.5,1755.6,1695.2,7892.9,1612.9,428.9,16.8,0.1,12.9,3,928.5,4.6,2618.160013
Majmaah - University,25.85891,45.41889,1/7/2021 0:00,37.4,0.5,27,4,2.2,0.1,2,2557.729545,2531.9,692.4,573.6,7053.2,1602.3,1372.5,7874.2,1593.1,449.6,13.9,0.1,13.9,3,922.9,4.6,2791.606259
Majmaah - University,25.85891,45.41889,1/8/2021 0:00,35.9,0.5,8,4,2,0.1,1.9,2557.729545,2223.4,163.4,496.8,7254.2,545.8,1297.8,7591.7,461.6,368.1,16.5,0.1,12.5,3,925.6,4.6,2862.071331
Majmaah - University,25.85891,45.41889,1/9/2021 0:00,31.9,0.5,26,3.7,1.8,0,1.8,2557.729545,1863,534.9,450.1,7363.6,1719.9,1053.9,6960.1,1420.3,279.1,13.1,0.1,15.6,3,928.5,4.6,2900.40457
Majmaah - University,25.85891,45.41889,1/10/2021 0:00,28.6,0.5,123,4,1.8,0,1.6,2557.729545,1752.6,150.9,296.3,6505,437.8,946.9,5851.7,378.3,409.4,13.3,0.1,18.9,3,933.2,4.7,2595.963568
Majmaah - University,25.85891,45.41889,1/11/2021 0:00,21.1,0.5,123,4,1.4,0,1.7,2557.729545,1544.8,137.6,410.2,5806.2,474,1440.2,4731.8,322.3,412.8,13.9,0.1,31.7,3,935.6,4.7,2348.79149
Majmaah - University,25.85891,45.41889,1/12/2021 0:00,16,0.5,162,4,1.7,0.1,1.9,2557.729545,1762.6,150.3,563.5,3957.5,460.3,2507.2,3769.1,285.1,934.5,11.5,0.1,39.9,3,937,4.7,1693.289309
Najran - University,17.63228,44.53735,1/1/2017 0:00,20,0.5,88,4,1.7,0,1,2557.729545,1286.2,363.1,481.5,7774,1579,1588,5782,1138.2,343.9,9.6,0,25.2,3,885.4,4.4,3032.245479
Najran - University,17.63228,44.53735,1/2/2017 0:00,19.3,0.5,65,4,2.2,0,1.1,2557.729545,2425.5,669.2,720.4,4577.2,1500.9,2498.4,5517.5,1264,1117.6,12.8,0.1,33.4,3,884.7,4.4,1900.943672
Najran - University,17.63228,44.53735,1/3/2017 0:00,26.1,0.5,41,4,2.2,0,1.3,2557.729545,2536.9,778.9,786.9,5407,1422.3,1887.9,6515.7,1376.1,661.6,18.7,0.1,29.7,3,881.4,4.4,2195.885902
Najran - University,17.63228,44.53735,1/4/2017 0:00,28.2,0.5,85,4,2.2,0,1.3,2557.729545,2597.4,804.3,829,6505.3,1677.7,2198.6,7486,1560.6,1007.7,12,0.1,15.8,3,882.4,4.4,2584.651778
Najran - University,17.63228,44.53735,1/5/2017 0:00,31.1,0.5,39,4,2.3,0,1.3,2557.729545,3150.9,813,748.1,5212.9,1399.5,1629.2,7278.9,1509.6,631.3,17.1,0.1,21,3,880.9,4.4,2128.141704
Najran - University,17.63228,44.53735,1/6/2017 0:00,33.5,0.5,30,3.7,2.1,0,1.2,2557.729545,3465.6,1058.7,1106.4,5206.2,1639.4,2208.7,7522.5,1556.8,514.6,13.6,0.1,10.1,3,878.2,4.4,2124.363737
Najran - University,17.63228,44.53735,1/9/2017 0:00,30.8,0.5,31,4,2.2,0,1.3,2557.729545,2186.3,204.4,474.6,7026.5,658.5,1084.3,7352.4,636.6,314.8,12.3,0.1,13.5,3,879.8,4.4,2767.444206
Najran - University,17.63228,44.53735,1/10/2017 0:00,25.9,0.5,56,4,1.9,0,1.1,2557.729545,1430.4,95.8,434.7,8301.3,535.5,1071.1,6898.2,425.2,323.1,10.4,0.1,18,3,883.4,4.4,3219.193949
Najran - University,17.63228,44.53735,1/11/2017 0:00,21.3,0.5,96,3.7,1.8,0,1,2557.729545,1290.5,173.8,559.7,7865.8,578.3,1725.1,5964.5,417.5,509.1,8.8,0,30.8,3,885,4.4,3066.167524
Najran - University,17.63228,44.53735,1/3/2018 0:00,24.3,0.5,93,4,2.2,0,1.3,2557.729545,1944.5,171,557.3,7299.1,545.4,1923.1,7078.5,459.4,861.9,13.1,0.1,21.3,3,883.1,4.4,2865.180926
Najran - University,17.63228,44.53735,1/4/2018 0:00,26.8,0.5,17,4,2,0,1.4,2557.729545,3338.2,336.3,1030.8,4304,479.9,2182.7,6781.6,522.1,860,16,0.1,35.7,3,881.1,4.4,1808.101725
Najran - University,17.63228,44.53735,1/5/2018 0:00,30.4,0.5,42,4,2.4,0,1.3,2557.729545,3251,323.8,976,6126.8,580.8,1723.4,8046.4,588.1,399.1,12.8,0.1,20.4,3,880.1,4.4,2453.40293
Najran - University,17.63228,44.53735,1/6/2018 0:00,33.5,0.5,15,3.7,2.5,0,1.3,2557.729545,4190.2,367,1049.9,4106.1,494.4,2191.9,7486.6,591.4,746.5,15.2,0.1,15.8,3,877.8,4.4,1737.109304
Najran - University,17.63228,44.53735,1/7/2018 0:00,34.5,0.5,341,4,2.8,0,1.3,2557.729545,4208.9,334.8,678.6,3609.7,359.6,1351.7,7172.9,537.5,604.8,20.5,0.1,16.3,3,876.1,4.4,1560.273372
Najran - University,17.63228,44.53735,1/8/2018 0:00,33.9,0.5,350,4,2.6,0,1.3,2557.729545,3639.1,293.4,801.9,4356.4,515.6,1858.5,7150.9,547.1,729.5,16.8,0.1,17.5,3,876.5,4.4,1823.816074
Najran - University,17.63228,44.53735,1/9/2018 0:00,31.1,0.5,53,4,2.3,0,1.3,2557.729545,2429.9,223.3,505.8,6918,569.9,1198,7522.8,526.9,382,12.3,0.1,15.2,3,880.1,4.4,2730.380225
Najran - University,17.63228,44.53735,1/10/2018 0:00,25.9,0.5,58,3.7,2.1,0,1.1,2557.729545,2020.6,213.7,747.1,6779.8,610.4,2284.5,6618.4,508.5,824.5,13.1,0.1,32,3,883.9,4.4,2683.374952
Najran - University,17.63228,44.53735,1/11/2018 0:00,23.6,0.5,93,3.7,1.9,0,1,2557.729545,1838,206,805.8,6375.2,628.4,2472.3,5677.8,439.5,731,10.4,0.1,35.4,3,884.5,4.4,2539.17404
Najran - University,17.63228,44.53735,1/12/2018 0:00,19.9,0.5,90,3.7,1.8,0,1,2557.729545,1091.4,89,257.4,8418.9,640.5,598.3,5783.6,417.9,117.6,8.5,0,33.9,3,885.6,4.4,3262.795864
Najran - University,17.63228,44.53735,1/1/2019 0:00,20.4,0.5,86,4,1.8,0,1.1,2557.729545,1886.8,265.3,1012.8,6776.7,730.8,2743.9,5863.7,486.2,567.7,10.9,0,31.2,3,885.6,4.4,2681.311159
Najran - University,17.63228,44.53735,1/2/2019 0:00,22.1,0.5,72,3.7,2.1,0,1.1,2557.729545,2522.7,227.7,816.7,5702.1,569.2,1784.3,6352.1,446.9,387.6,12.5,0.1,32.8,3,884.1,4.4,2301.774219
Najran - University,17.63228,44.53735,1/3/2019 0:00,25.2,0.5,72,4,2.3,0,1.3,2557.729545,3158.5,341.5,958,5215.9,648.2,2014.2,7040.3,722.6,514.1,15.2,0.1,24.2,3,882.3,4.4,2129.584616
Najran - University,17.63228,44.53735,1/4/2019 0:00,27.7,0.5,55,4,2.2,0,1.4,2557.729545,3202.8,721.2,1070.1,4689.7,1262.8,2264.6,6897.5,1374,974.6,19.5,0.1,30.3,3,881.6,4.4,1943.89825
Najran - University,17.63228,44.53735,1/5/2019 0:00,29.3,0.5,24,4,2.2,0,1.3,2557.729545,2986.3,888.8,942.4,5303.9,1520.1,2201.4,7130.1,1559.6,954.2,21.1,0.1,30.6,3,881.5,4.4,2161.778057
Najran - University,17.63228,44.53735,1/6/2019 0:00,33.6,0.5,24,4,2.3,0,1.3,2557.729545,3098.2,825.6,686.7,5848,1521.4,1561.2,7670.6,1577.9,550.2,13.9,0.1,14.8,3,878.4,4.4,2352.236609
Najran - University,17.63228,44.53735,1/7/2019 0:00,34.9,0.5,356,4,2.8,0.1,1.3,2557.729545,3849.4,744.6,694.4,4295.5,914.2,1650.6,7272.5,1456.1,633.2,13.3,0.1,13.7,3,876,4.4,1802.248096
Najran - University,17.63228,44.53735,1/8/2019 0:00,33.4,0.5,347,4,2.7,0.1,1.3,2557.729545,3201.5,274.6,823.7,4958.3,496.9,2039.8,7070.3,520.6,910.1,14.7,0.1,18.6,3,877.5,4.4,2036.571643
Najran - University,17.63228,44.53735,1/9/2019 0:00,31.5,0.5,28,4,2.3,0,1.3,2557.729545,2532,257.2,748.6,6208.4,560,1958.9,7108.8,510,771.2,12,0.1,19.3,3,879.5,4.4,2479.022846
Najran - University,17.63228,44.53735,1/10/2019 0:00,27,0.5,66,4,2.1,0,1.2,2557.729545,1835.1,190.5,666.5,7261.1,588.4,1933.5,6696.1,455.2,601.5,11.7,0.1,22.2,3,882.8,4.4,2851.613898
Najran - University,17.63228,44.53735,1/11/2019 0:00,22,0.5,95,4.1,2,0,1,2557.729545,1644.5,149.2,382.1,6569.2,561,2137.3,5674.1,434.8,1041.9,10.1,0.1,37.5,3.1,884.5,4.6,2607.617687
Najran - University,17.63228,44.53735,1/12/2019 0:00,20,0.5,94,4,1.8,0,1,2557.729545,1343.5,167.9,652.3,7390.3,586.8,2199.6,5493.6,378.8,615.9,9.6,0.1,38.2,3,885,4.4,2898.568042
Najran - University,17.63228,44.53735,1/1/2020 0:00,18.5,0.5,71,4,1.9,0,1.1,2557.729545,1569.5,520.2,673.7,7353.5,1801.5,1849.9,5907.3,1230.9,397.4,10.9,0.1,33.1,3,885.3,4.4,2885.287292
Najran - University,17.63228,44.53735,1/2/2020 0:00,22,0.5,80,4,2.1,0,1.1,2557.729545,2253.5,873.6,1157.5,6185.2,1737.9,2641.8,6317.6,1416.4,647.3,10.7,0.1,27.4,3,884.9,4.4,2471.606101
Najran - University,17.63228,44.53735,1/3/2020 0:00,24.9,0.5,68,4,2.2,0,1.3,2557.729545,3119.6,828.2,858.7,5320.5,1501.9,1730.1,7091.8,1486,516.5,12,0.1,26,3,882,4.4,2166.896924
Najran - University,17.63228,44.53735,1/4/2020 0:00,28.3,0.5,57,4,1.8,0,1.5,2557.729545,2923.7,938.8,967.5,5397.4,1712.9,2594.2,7092.1,1582.9,1112.8,16.8,0.1,35.2,3,881,4.4,2195.476947
Najran - University,17.63228,44.53735,1/5/2020 0:00,33.6,0.5,52,4,2.2,0,1.4,2557.729545,3215.9,851.9,835.9,5163,1565.4,2090.1,7241.7,1557.8,955.8,18.7,0.1,23.9,3,881.1,4.4,2111.643591
Najran - University,17.63228,44.53735,1/9/2020 0:00,30.5,0.5,35,4,2.1,0,1.3,2557.729545,2282.6,800.7,792.5,7432.1,1796.5,1663,7666.8,1584.1,406.7,13.1,0.1,15.5,3,879.5,4.4,2912.518807
Najran - University,17.63228,44.53735,1/10/2020 0:00,25.1,0.5,45,4,1.8,0,1.2,2557.729545,1371.9,390.3,341.4,9097.3,1948.9,712.2,7295.8,1512.9,224.3,12.8,0.1,16.7,3,883.6,4.4,3501.918246
Najran - University,17.63228,44.53735,1/11/2020 0:00,22.1,0.6,101,4.7,1.5,0,1.2,2557.729545,2103.821875,394.7862069,753.3756466,5305.225564,969.9230934,1907.256391,5670.223118,831.2711828,624.7848387,8.8,0.1,26.9,3.6,885,5.3,2157.686013
Najran - University,17.63228,44.53735,1/12/2020 0:00,19,0.5,105,4,1.4,0,1.2,2557.729545,1236.4,415.6,503.7,8347.2,1891.4,1427.8,5877.6,1211.1,297.3,8.8,0,36.5,3,885.7,4.4,3238.370729
Najran - University,17.63228,44.53735,1/1/2021 0:00,17.8,0.5,98,4,1.6,0,1.2,2557.729545,1484,558,775.3,8075.2,1957.4,1964.9,6173.5,1322.7,389.2,13.3,0,28.3,3,885.7,4.4,3140.776001
Najran - University,17.63228,44.53735,1/2/2021 0:00,20.8,0.5,92,3.7,1.9,0,1.3,2557.729545,1926.2,684.2,891.6,7125.9,1837,2489.9,6579.8,1413.1,745,11.2,0.1,30.6,3,884.3,4.4,2805.321443
Najran - University,17.63228,44.53735,1/3/2021 0:00,25.3,0.5,89,4,1.7,0,1.4,2557.729545,2329.1,984.9,1233.8,7704.3,2076.7,2698.2,7761.2,1655.6,662.7,12.5,0.1,16.8,3,882.8,4.4,3010.158837
Najran - University,17.63228,44.53735,1/4/2021 0:00,27.2,0.5,70,4,1.9,0,1.3,2557.729545,3048.7,1043.9,1046.4,6030.8,1899.1,2674.6,7654.8,1701,1047.9,14.1,0.1,19.8,3,882.3,4.4,2418.440242
Najran - University,17.63228,44.53735,1/5/2021 0:00,31.9,0.5,57,3.7,2.2,0,1.3,2557.729545,3182.8,930.6,954.4,6322.6,1725.7,2166,8035.1,1696.1,694.6,13.3,0.1,13.3,3,879.8,4.4,2521.388116
Najran - University,17.63228,44.53735,1/7/2021 0:00,33.3,0.5,354,4,2.7,0.1,1.5,2557.729545,3549.2,931.9,875.1,4540.4,1581.7,2299,7113.9,1656,1405.3,18.4,0.1,23.4,3,875,4.4,1889.654774
Najran - University,17.63228,44.53735,1/8/2021 0:00,33.9,0.5,15,4,2.5,0,1.3,2557.729545,3338.4,283.5,640.3,5179.2,518.7,1539.6,7387.7,571.2,596.6,15.5,0.1,17.8,3,877,4.4,2115.538254
Najran - University,17.63228,44.53735,1/9/2021 0:00,30.9,0.5,24,4,2.1,0,1.5,2557.729545,2482.8,717,641.6,6939.1,1695.5,1342.3,7591.2,1551.5,378.1,14.1,0.1,15.1,3,879.2,4.4,2737.81616
Najran - University,17.63228,44.53735,1/10/2021 0:00,26.9,0.5,54,4,1.9,0,1.3,2557.729545,1824.4,199.4,567.6,7831,773.4,1584.1,7029.5,585,458.9,11.2,0.1,20.8,3,883.3,4.4,3054.226709
Najran - University,17.63228,44.53735,1/11/2021 0:00,22.5,0.5,101,4,1.3,0,1.3,2557.729545,1258.6,130.1,200.4,8607.1,729.6,622.7,6370.7,525.1,291.3,9.1,0.1,25.3,3,885.1,4.4,3328.865379
Najran - University,17.63228,44.53735,1/12/2021 0:00,19,0.5,97,4,1.1,0,1.2,2557.729545,1067.6,125.3,493.7,8876.4,823.5,2040.9,5952.6,507,588.7,9.1,0,32,3,885.6,4.4,3424.990585
Qassim - University,26.34668,43.76645,1/1/2017 0:00,14.5,0.5,50,4,2.5,0,1,2557.729545,1606,423.1,526.5,4731.7,1234.2,1634.2,4094.5,865.5,378.6,13.9,0.1,34.1,3,941.4,4.7,1967.999956
Qassim - University,26.34668,43.76645,1/2/2017 0:00,14,0.5,63,4,2.6,0,1.1,2557.729545,2049.5,580,641.7,4933.4,1451.6,1809.6,4995.2,1058.9,478.7,11.2,0.1,27.6,3,941.7,4.7,2040.384748
Qassim - University,26.34668,43.76645,1/3/2017 0:00,21.2,0.5,84,4,3.1,0.1,1.7,2557.729545,2961.8,706.8,673.1,3190.8,1206.9,1916.4,5192.9,1187.9,1109.5,19.7,0.1,32.5,3,936.5,4.7,1424.647269
Qassim - University,26.34668,43.76645,1/4/2017 0:00,27.5,0.5,70,4,3.1,0.1,1.4,2557.729545,3327.2,834.9,759.9,3092.3,1286.8,2067.6,5662.7,1390.8,1202.6,15.7,0.1,20.9,3,937.2,4.7,1389.725023
Qassim - University,26.34668,43.76645,1/5/2017 0:00,32.8,0.5,57,4,2.7,0,1.3,2557.729545,3562.9,846.1,657,3668.1,1073.6,1414.9,6486.8,1453.5,676.7,14.9,0.1,15.7,3,934.5,4.7,1594.472557
Qassim - University,26.34668,43.76645,1/9/2017 0:00,34.3,0.5,174.5859951,3.462407862,2.346805897,0.057002457,1.426658477,2557.729545,2292.2,182.1,404.4,6320.1,463.7,1015.8,6762.1,465.2,365.2,12.8990172,3.725552826,10.9,3,934.4,4.6,2531.89393
Qassim - University,26.34668,43.76645,1/10/2017 0:00,28.9,0.5,174.5859951,3.462407862,2.346805897,0.057002457,1.426658477,2557.729545,1928.7,140.9,475.3,6183.4,404.9,1248.9,5795.1,351.3,391.7,12.8990172,3.725552826,16.9,3,937.5,4.7,2483.125031
Qassim - University,26.34668,43.76645,1/11/2017 0:00,21.4,0.5,174.5859951,3.462407862,2.346805897,0.057002457,1.426658477,2557.729545,1906.5,160.3,519,4441.6,423.8,2055.8,4357.5,309.9,785.9,12.8990172,3.725552826,34.5,3,940.3,4.7,1866.693896
Qassim - University,26.34668,43.76645,1/3/2018 0:00,24.4,0.5,113,4,2.8,0,1.3,2557.729545,2705,89.9,661.5,4762.2,190.1,2221.4,5981,184.6,1128.2,15.5,0.1,22.2,3,937.8,4.7,1981.374554
Qassim - University,26.34668,43.76645,1/4/2018 0:00,24.8,0.5,97,4,2.7,0,1.4,2557.729545,3219.9,112.2,729.5,4156.5,232.8,2140.3,6390.6,244.2,1519.5,23.2,0.1,34.9,3,934.9,4.7,1769.965502
Qassim - University,26.34668,43.76645,1/5/2018 0:00,31.2,0.5,66,3.7,2.9,0.1,1.4,2557.729545,3810.8,119.3,847.1,4120.8,202.9,1864.5,7093.2,246.9,954.6,21.3,0.1,19.3,3,934,4.6,1757.101131
Qassim - University,26.34668,43.76645,1/6/2018 0:00,35.5,0.5,351,4,2.5,0,1.1,2557.729545,2636.8,95.2,662.6,7287,253.1,1487.4,8205.7,259.1,354.4,12.3,0.1,10.3,3,931,4.7,2876.588493
Qassim - University,26.34668,43.76645,1/7/2018 0:00,36.2,0.5,343,3.7,2.7,0,1.1,2557.729545,2564.7,84,547.3,7195.6,223.4,1096.5,8062.4,210.8,221,12.5,0.1,9.9,3,929,4.6,2843.181067
Qassim - University,26.34668,43.76645,1/8/2018 0:00,35.6,0.5,350,4,2.5,0,1,2557.729545,1802.8,62.4,378.8,8263.2,321.8,984.4,7805.5,292.3,302,14.7,0.1,11.1,3,930.4,4.7,3220.374838
Qassim - University,26.34668,43.76645,1/9/2018 0:00,35.5,0.5,174.5859951,3.462407862,2.346805897,0.057002457,1.426658477,2557.729545,2619.5,180,474.4,5344.1,432.6,1152.2,6456.9,398.6,391,12.8990172,3.725552826,13.6,3,934.2,4.7,2186.628767
Qassim - University,26.34668,43.76645,1/10/2018 0:00,27.6,0.5,134,3.7,2.4,0,1.2,2557.729545,2059.4,65.7,516.1,5194.3,180.4,2217.5,5360.2,147.2,975.6,14.4,0.1,22.3,3,939.1,4.7,2133.107571
