Site,Latitude,Longitude,Date,Air Temperature (C°),Air Temperature Uncertainty (C°),Wind Direction at 3m (°N),Wind Direction at 3m Uncertainty (°N),Wind Speed at 3m (m/s),Wind Speed at 3m Uncertainty (m/s),Wind Speed at 3m (std dev) (m/s),DHI (Wh/m2),DHI Uncertainty (Wh/m2),Standard Deviation DHI (Wh/m2),DNI (Wh/m2),DNI Uncertainty (Wh/m2),Standard Deviation DNI (Wh/m2),GHI (Wh/m2),GHI Uncertainty (Wh/m2),Standard Deviation GHI (Wh/m2),Peak Wind Speed at 3m (m/s),Peak Wind Speed at 3m Uncertainty (m/s),Relative Humidity (%),Relative Humidity Uncertainty (%),Barometric Pressure (mB (hPa equiv)),Barometric Pressure Uncertainty (mB (hPa equiv)),Unnamed: 26,Day of Year
Majmaah - University,25.85891,45.41889,10-01-2020,-0.2529727867757864,0.5,19.0,4.0,-0.7180361730298537,0.0,1.6,2557.729545,1186.7,319.6,264.1,8279.5,1752.2,695.2,6164.0,1257.5,276.1,11.2,0.1,16.4,3.0,934.1,4.7,10
Majmaah - University,25.85891,45.41889,11-01-2020,-0.8800355088248275,0.5,164.0,4.0,0.04510513024167684,0.1,2.2,2557.729545,1622.1,493.8,543.9,5097.0,1652.5,2521.1,4415.4,1071.0,1142.7,14.7,0.1,39.5,3.0,935.3,4.7,11
Majmaah - University,25.85891,45.41889,12-01-2020,-1.8435709109977452,0.5,116.0,4.0,-0.20927530418216653,0.0,1.6,2557.729545,1507.5,411.8,445.3,4625.1,1435.6,2287.2,3855.8,869.7,748.8,14.4,0.1,58.6,3.0,937.6,4.7,12
Majmaah - University,25.85891,45.41889,01-01-2021,-1.9200419746622623,0.5,129.0,4.0,-0.2940687823234478,0.1,1.8,2557.729545,1537.6,407.9,451.0,5340.9,1516.0,2253.1,4355.3,976.7,888.8,13.9,0.1,46.1,3.0,937.7,4.7,1
Majmaah - University,25.85891,45.41889,02-01-2021,-1.675334570935807,0.5,115.0,4.0,0.12989860838295808,0.1,2.1,2557.729545,1963.9,625.1,752.5,5057.5,1751.0,2758.1,4928.3,1205.8,991.8,16.0,0.1,44.0,3.0,936.1,4.7,2
Majmaah - University,25.85891,45.41889,03-01-2021,-0.6659165305641794,0.5,140.0,4.0,0.46907252094808266,0.1,2.2,2557.729545,2965.9,845.0,811.0,4796.5,1285.2,1880.3,6328.4,1388.2,694.7,21.1,0.1,23.9,3.0,933.2,4.7,3
Majmaah - University,25.85891,45.41889,04-01-2021,-0.038853808515137735,0.5,26.0,3.7,-0.12448182604088529,0.1,2.1,2557.729545,3155.4,814.4,650.3,4764.8,1575.3,2339.0,6740.4,1553.8,1406.9,19.5,0.1,19.4,3.0,932.5,4.6,4
Majmaah - University,25.85891,45.41889,05-01-2021,0.8635047427261662,0.5,51.0,3.7,-0.20927530418216653,0.0,1.9,2557.729545,2866.7,728.8,783.3,6559.5,1755.6,1695.2,7892.9,1612.9,428.9,16.8,0.1,12.9,3.0,928.5,4.6,5
Majmaah - University,25.85891,45.41889,07-01-2021,1.5823327411726278,0.5,27.0,4.0,-0.12448182604088529,0.1,2.0,2557.729545,2531.9,692.4,573.6,7053.2,1602.3,1372.5,7874.2,1593.1,449.6,13.9,0.1,13.9,3.0,922.9,4.6,7
Majmaah - University,25.85891,45.41889,08-01-2021,1.352919550179076,0.5,8.0,4.0,-0.2940687823234478,0.1,1.9,2557.729545,2223.4,163.4,496.8,7254.2,545.8,1297.8,7591.7,461.6,368.1,16.5,0.1,12.5,3.0,925.6,4.6,8
Majmaah - University,25.85891,45.41889,09-01-2021,0.7411510408629379,0.5,26.0,3.7,-0.46365573860601006,0.0,1.8,2557.729545,1863.0,534.9,450.1,7363.6,1719.9,1053.9,6960.1,1420.3,279.1,13.1,0.1,15.6,3.0,928.5,4.6,9
Majmaah - University,25.85891,45.41889,10-01-2021,0.2364420206771245,0.5,123.0,4.0,-0.46365573860601006,0.0,1.6,2557.729545,1752.6,150.9,296.3,6505.0,437.8,946.9,5851.7,378.3,409.4,13.3,0.1,18.9,3.0,933.2,4.7,10
Majmaah - University,25.85891,45.41889,11-01-2021,-0.9106239342906344,0.5,123.0,4.0,-0.8028296511711349,0.0,1.7,2557.729545,1544.8,137.6,410.2,5806.2,474.0,1440.2,4731.8,322.3,412.8,13.9,0.1,31.7,3.0,935.6,4.7,11
Majmaah - University,25.85891,45.41889,12-01-2021,-1.6906287836687106,0.5,162.0,4.0,-0.5484492167472913,0.1,1.9,2557.729545,1762.6,150.3,563.5,3957.5,460.3,2507.2,3769.1,285.1,934.5,11.5,0.1,39.9,3.0,937.0,4.7,12
Najran - University,17.63228,44.53735,01-01-2017,-1.0788602743525726,0.5,88.0,4.0,-0.5484492167472913,0.0,1.0,2557.729545,1286.2,363.1,481.5,7774.0,1579.0,1588.0,5782.0,1138.2,343.9,9.6,0.0,25.2,3.0,885.4,4.4,1
Najran - University,17.63228,44.53735,02-01-2017,-1.1859197634828966,0.5,65.0,4.0,-0.12448182604088529,0.0,1.1,2557.729545,2425.5,669.2,720.4,4577.2,1500.9,2498.4,5517.5,1264.0,1117.6,12.8,0.1,33.4,3.0,884.7,4.4,2
Najran - University,17.63228,44.53735,03-01-2017,-0.1459132976454618,0.5,41.0,4.0,-0.12448182604088529,0.0,1.3,2557.729545,2536.9,778.9,786.9,5407.0,1422.3,1887.9,6515.7,1376.1,661.6,18.7,0.1,29.7,3.0,881.4,4.4,3
Najran - University,17.63228,44.53735,04-01-2017,0.17526516974551037,0.5,85.0,4.0,-0.12448182604088529,0.0,1.3,2557.729545,2597.4,804.3,829.0,6505.3,1677.7,2198.6,7486.0,1560.6,1007.7,12.0,0.1,15.8,3.0,882.4,4.4,4
Najran - University,17.63228,44.53735,05-01-2017,0.6187973389997108,0.5,39.0,4.0,-0.03968834789960441,0.0,1.3,2557.729545,3150.9,813.0,748.1,5212.9,1399.5,1629.2,7278.9,1509.6,631.3,17.1,0.1,21.0,3.0,880.9,4.4,5
Najran - University,17.63228,44.53735,06-01-2017,0.9858584445893934,0.5,30.0,3.7,-0.20927530418216653,0.0,1.2,2557.729545,3465.6,1058.7,1106.4,5206.2,1639.4,2208.7,7522.5,1556.8,514.6,13.6,0.1,10.1,3.0,878.2,4.4,6
Najran - University,17.63228,44.53735,09-01-2017,0.5729147008010003,0.5,31.0,4.0,-0.12448182604088529,0.0,1.3,2557.729545,2186.3,204.4,474.6,7026.5,658.5,1084.3,7352.4,636.6,314.8,12.3,0.1,13.5,3.0,879.8,4.4,9
Najran - University,17.63228,44.53735,10-01-2017,-0.17650172311126913,0.5,56.0,4.0,-0.37886226046472904,0.0,1.1,2557.729545,1430.4,95.8,434.7,8301.3,535.5,1071.1,6898.2,425.2,323.1,10.4,0.1,18.0,3.0,883.4,4.4,10
Najran - University,17.63228,44.53735,11-01-2017,-0.8800355088248275,0.5,96.0,3.7,-0.46365573860601006,0.0,1.0,2557.729545,1290.5,173.8,559.7,7865.8,578.3,1725.1,5964.5,417.5,509.1,8.8,0.0,30.8,3.0,885.0,4.4,11
Najran - University,17.63228,44.53735,03-01-2018,-0.421209126837724,0.5,93.0,4.0,-0.12448182604088529,0.0,1.3,2557.729545,1944.5,171.0,557.3,7299.1,545.4,1923.1,7078.5,459.4,861.9,13.1,0.1,21.3,3.0,883.1,4.4,3
Najran - University,17.63228,44.53735,04-01-2018,-0.038853808515137735,0.5,17.0,4.0,-0.2940687823234478,0.0,1.4,2557.729545,3338.2,336.3,1030.8,4304.0,479.9,2182.7,6781.6,522.1,860.0,16.0,0.1,35.7,3.0,881.1,4.4,4
Najran - University,17.63228,44.53735,05-01-2018,0.5117378498693862,0.5,42.0,4.0,0.04510513024167684,0.0,1.3,2557.729545,3251.0,323.8,976.0,6126.8,580.8,1723.4,8046.4,588.1,399.1,12.8,0.1,20.4,3.0,880.1,4.4,5
Najran - University,17.63228,44.53735,06-01-2018,0.9858584445893934,0.5,15.0,3.7,0.12989860838295808,0.0,1.3,2557.729545,4190.2,367.0,1049.9,4106.1,494.4,2191.9,7486.6,591.4,746.5,15.2,0.1,15.8,3.0,877.8,4.4,6
Najran - University,17.63228,44.53735,07-01-2018,1.138800571918428,0.5,341.0,4.0,0.3842790428068014,0.0,1.3,2557.729545,4208.9,334.8,678.6,3609.7,359.6,1351.7,7172.9,537.5,604.8,20.5,0.1,16.3,3.0,876.1,4.4,7
Najran - University,17.63228,44.53735,08-01-2018,1.047035295521007,0.5,350.0,4.0,0.21469208652423932,0.0,1.3,2557.729545,3639.1,293.4,801.9,4356.4,515.6,1858.5,7150.9,547.1,729.5,16.8,0.1,17.5,3.0,876.5,4.4,8
Najran - University,17.63228,44.53735,09-01-2018,0.6187973389997108,0.5,53.0,4.0,-0.03968834789960441,0.0,1.3,2557.729545,2429.9,223.3,505.8,6918.0,569.9,1198.0,7522.8,526.9,382.0,12.3,0.1,15.2,3.0,880.1,4.4,9
Najran - University,17.63228,44.53735,10-01-2018,-0.17650172311126913,0.5,58.0,3.7,-0.20927530418216653,0.0,1.1,2557.729545,2020.6,213.7,747.1,6779.8,610.4,2284.5,6618.4,508.5,824.5,13.1,0.1,32.0,3.0,883.9,4.4,10
Najran - University,17.63228,44.53735,11-01-2018,-0.5282686159680481,0.5,93.0,3.7,-0.37886226046472904,0.0,1.0,2557.729545,1838.0,206.0,805.8,6375.2,628.4,2472.3,5677.8,439.5,731.0,10.4,0.1,35.4,3.0,884.5,4.4,11
Najran - University,17.63228,44.53735,12-01-2018,-1.0941544870854762,0.5,90.0,3.7,-0.46365573860601006,0.0,1.0,2557.729545,1091.4,89.0,257.4,8418.9,640.5,598.3,5783.6,417.9,117.6,8.5,0.0,33.9,3.0,885.6,4.4,12
Najran - University,17.63228,44.53735,01-01-2019,-1.0176834234209589,0.5,86.0,4.0,-0.46365573860601006,0.0,1.1,2557.729545,1886.8,265.3,1012.8,6776.7,730.8,2743.9,5863.7,486.2,567.7,10.9,0.0,31.2,3.0,885.6,4.4,1
Najran - University,17.63228,44.53735,02-01-2019,-0.7576818069615998,0.5,72.0,3.7,-0.20927530418216653,0.0,1.1,2557.729545,2522.7,227.7,816.7,5702.1,569.2,1784.3,6352.1,446.9,387.6,12.5,0.1,32.8,3.0,884.1,4.4,2
Najran - University,17.63228,44.53735,03-01-2019,-0.2835612122415932,0.5,72.0,4.0,-0.03968834789960441,0.0,1.3,2557.729545,3158.5,341.5,958.0,5215.9,648.2,2014.2,7040.3,722.6,514.1,15.2,0.1,24.2,3.0,882.3,4.4,3
Najran - University,17.63228,44.53735,04-01-2019,0.09879410608099311,0.5,55.0,4.0,-0.12448182604088529,0.0,1.4,2557.729545,3202.8,721.2,1070.1,4689.7,1262.8,2264.6,6897.5,1374.0,974.6,19.5,0.1,30.3,3.0,881.6,4.4,4
Najran - University,17.63228,44.53735,05-01-2019,0.34350150980744854,0.5,24.0,4.0,-0.12448182604088529,0.0,1.3,2557.729545,2986.3,888.8,942.4,5303.9,1520.1,2201.4,7130.1,1559.6,954.2,21.1,0.1,30.6,3.0,881.5,4.4,5
Najran - University,17.63228,44.53735,06-01-2019,1.001152657322297,0.5,24.0,4.0,-0.03968834789960441,0.0,1.3,2557.729545,3098.2,825.6,686.7,5848.0,1521.4,1561.2,7670.6,1577.9,550.2,13.9,0.1,14.8,3.0,878.4,4.4,6
Najran - University,17.63228,44.53735,07-01-2019,1.1999774228500415,0.5,356.0,4.0,0.3842790428068014,0.1,1.3,2557.729545,3849.4,744.6,694.4,4295.5,914.2,1650.6,7272.5,1456.1,633.2,13.3,0.1,13.7,3.0,876.0,4.4,7
Najran - University,17.63228,44.53735,08-01-2019,0.9705642318564898,0.5,347.0,4.0,0.29948556466552056,0.1,1.3,2557.729545,3201.5,274.6,823.7,4958.3,496.9,2039.8,7070.3,520.6,910.1,14.7,0.1,18.6,3.0,877.5,4.4,8
Najran - University,17.63228,44.53735,09-01-2019,0.6799741899313244,0.5,28.0,4.0,-0.03968834789960441,0.0,1.3,2557.729545,2532.0,257.2,748.6,6208.4,560.0,1958.9,7108.8,510.0,771.2,12.0,0.1,19.3,3.0,879.5,4.4,9
Najran - University,17.63228,44.53735,10-01-2019,-0.008265383049330938,0.5,66.0,4.0,-0.20927530418216653,0.0,1.2,2557.729545,1835.1,190.5,666.5,7261.1,588.4,1933.5,6696.1,455.2,601.5,11.7,0.1,22.2,3.0,882.8,4.4,10
Najran - University,17.63228,44.53735,11-01-2019,-0.7729760196945035,0.5,95.0,4.1,-0.2940687823234478,0.0,1.0,2557.729545,1644.5,149.2,382.1,6569.2,561.0,2137.3,5674.1,434.8,1041.9,10.1,0.1,37.5,3.1,884.5,4.6,11
Najran - University,17.63228,44.53735,12-01-2019,-1.0788602743525726,0.5,94.0,4.0,-0.46365573860601006,0.0,1.0,2557.729545,1343.5,167.9,652.3,7390.3,586.8,2199.6,5493.6,378.8,615.9,9.6,0.1,38.2,3.0,885.0,4.4,12
Najran - University,17.63228,44.53735,01-01-2020,-1.3082734653461243,0.5,71.0,4.0,-0.37886226046472904,0.0,1.1,2557.729545,1569.5,520.2,673.7,7353.5,1801.5,1849.9,5907.3,1230.9,397.4,10.9,0.1,33.1,3.0,885.3,4.4,1
Najran - University,17.63228,44.53735,02-01-2020,-0.7729760196945035,0.5,80.0,4.0,-0.20927530418216653,0.0,1.1,2557.729545,2253.5,873.6,1157.5,6185.2,1737.9,2641.8,6317.6,1416.4,647.3,10.7,0.1,27.4,3.0,884.9,4.4,2
Najran - University,17.63228,44.53735,03-01-2020,-0.3294438504403036,0.5,68.0,4.0,-0.12448182604088529,0.0,1.3,2557.729545,3119.6,828.2,858.7,5320.5,1501.9,1730.1,7091.8,1486.0,516.5,12.0,0.1,26.0,3.0,882.0,4.4,3
Najran - University,17.63228,44.53735,04-01-2020,0.19055938247841403,0.5,57.0,4.0,-0.46365573860601006,0.0,1.5,2557.729545,2923.7,938.8,967.5,5397.4,1712.9,2594.2,7092.1,1582.9,1112.8,16.8,0.1,35.2,3.0,881.0,4.4,4
Najran - University,17.63228,44.53735,05-01-2020,1.001152657322297,0.5,52.0,4.0,-0.12448182604088529,0.0,1.4,2557.729545,3215.9,851.9,835.9,5163.0,1565.4,2090.1,7241.7,1557.8,955.8,18.7,0.1,23.9,3.0,881.1,4.4,5
Najran - University,17.63228,44.53735,09-01-2020,0.5270320626022899,0.5,35.0,4.0,-0.20927530418216653,0.0,1.3,2557.729545,2282.6,800.7,792.5,7432.1,1796.5,1663.0,7666.8,1584.1,406.7,13.1,0.1,15.5,3.0,879.5,4.4,9
Najran - University,17.63228,44.53735,10-01-2020,-0.2988554249744963,0.5,45.0,4.0,-0.46365573860601006,0.0,1.2,2557.729545,1371.9,390.3,341.4,9097.3,1948.9,712.2,7295.8,1512.9,224.3,12.8,0.1,16.7,3.0,883.6,4.4,10
Najran - University,17.63228,44.53735,11-01-2020,-0.7576818069615998,0.6,101.0,4.7,-0.7180361730298537,0.0,1.2,2557.729545,2103.821875,394.7862069,753.3756466,5305.225564,969.9230934,1907.256391,5670.223118,831.2711828,624.7848387,8.8,0.1,26.9,3.6,885.0,5.3,11
Najran - University,17.63228,44.53735,12-01-2020,-1.231802401681607,0.5,105.0,4.0,-0.8028296511711349,0.0,1.2,2557.729545,1236.4,415.6,503.7,8347.2,1891.4,1427.8,5877.6,1211.1,297.3,8.8,0.0,36.5,3.0,885.7,4.4,12
Najran - University,17.63228,44.53735,01-01-2021,-1.4153329544764484,0.5,98.0,4.0,-0.6332426948885723,0.0,1.2,2557.729545,1484.0,558.0,775.3,8075.2,1957.4,1964.9,6173.5,1322.7,389.2,13.3,0.0,28.3,3.0,885.7,4.4,1
Najran - University,17.63228,44.53735,02-01-2021,-0.9565065724893448,0.5,92.0,3.7,-0.37886226046472904,0.0,1.3,2557.729545,1926.2,684.2,891.6,7125.9,1837.0,2489.9,6579.8,1413.1,745.0,11.2,0.1,30.6,3.0,884.3,4.4,2
Najran - University,17.63228,44.53735,03-01-2021,-0.2682669995086895,0.5,89.0,4.0,-0.5484492167472913,0.0,1.4,2557.729545,2329.1,984.9,1233.8,7704.3,2076.7,2698.2,7761.2,1655.6,662.7,12.5,0.1,16.8,3.0,882.8,4.4,3
Najran - University,17.63228,44.53735,04-01-2021,0.022323042416475855,0.5,70.0,4.0,-0.37886226046472904,0.0,1.3,2557.729545,3048.7,1043.9,1046.4,6030.8,1899.1,2674.6,7654.8,1701.0,1047.9,14.1,0.1,19.8,3.0,882.3,4.4,4
Najran - University,17.63228,44.53735,05-01-2021,0.7411510408629379,0.5,57.0,3.7,-0.12448182604088529,0.0,1.3,2557.729545,3182.8,930.6,954.4,6322.6,1725.7,2166.0,8035.1,1696.1,694.6,13.3,0.1,13.3,3.0,879.8,4.4,5
Najran - University,17.63228,44.53735,07-01-2021,0.9552700191235861,0.5,354.0,4.0,0.29948556466552056,0.1,1.5,2557.729545,3549.2,931.9,875.1,4540.4,1581.7,2299.0,7113.9,1656.0,1405.3,18.4,0.1,23.4,3.0,875.0,4.4,7
Najran - University,17.63228,44.53735,08-01-2021,1.047035295521007,0.5,15.0,4.0,0.12989860838295808,0.0,1.3,2557.729545,3338.4,283.5,640.3,5179.2,518.7,1539.6,7387.7,571.2,596.6,15.5,0.1,17.8,3.0,877.0,4.4,8
Najran - University,17.63228,44.53735,09-01-2021,0.5882089135339035,0.5,24.0,4.0,-0.20927530418216653,0.0,1.5,2557.729545,2482.8,717.0,641.6,6939.1,1695.5,1342.3,7591.2,1551.5,378.1,14.1,0.1,15.1,3.0,879.2,4.4,9
Najran - University,17.63228,44.53735,10-01-2021,-0.023559595782234606,0.5,54.0,4.0,-0.37886226046472904,0.0,1.3,2557.729545,1824.4,199.4,567.6,7831.0,773.4,1584.1,7029.5,585.0,458.9,11.2,0.1,20.8,3.0,883.3,4.4,10
Najran - University,17.63228,44.53735,11-01-2021,-0.6965049560299863,0.5,101.0,4.0,-0.8876231293124159,0.0,1.3,2557.729545,1258.6,130.1,200.4,8607.1,729.6,622.7,6370.7,525.1,291.3,9.1,0.1,25.3,3.0,885.1,4.4,11
Najran - University,17.63228,44.53735,12-01-2021,-1.231802401681607,0.5,97.0,4.0,-1.0572100855949782,0.0,1.2,2557.729545,1067.6,125.3,493.7,8876.4,823.5,2040.9,5952.6,507.0,588.7,9.1,0.0,32.0,3.0,885.6,4.4,12
Qassim - University,26.34668,43.76645,01-01-2017,-1.9200419746622623,0.5,50.0,4.0,0.12989860838295808,0.0,1.0,2557.729545,1606.0,423.1,526.5,4731.7,1234.2,1634.2,4094.5,865.5,378.6,13.9,0.1,34.1,3.0,941.4,4.7,1
Qassim - University,26.34668,43.76645,02-01-2017,-1.9965130383267795,0.5,63.0,4.0,0.21469208652423932,0.0,1.1,2557.729545,2049.5,580.0,641.7,4933.4,1451.6,1809.6,4995.2,1058.9,478.7,11.2,0.1,27.6,3.0,941.7,4.7,2
Qassim - University,26.34668,43.76645,03-01-2017,-0.8953297215577313,0.5,84.0,4.0,0.6386594772306452,0.1,1.7,2557.729545,2961.8,706.8,673.1,3190.8,1206.9,1916.4,5192.9,1187.9,1109.5,19.7,0.1,32.5,3.0,936.5,4.7,3
Qassim - University,26.34668,43.76645,04-01-2017,0.06820568061518632,0.5,70.0,4.0,0.6386594772306452,0.1,1.4,2557.729545,3327.2,834.9,759.9,3092.3,1286.8,2067.6,5662.7,1390.8,1202.6,15.7,0.1,20.9,3.0,937.2,4.7,4
Qassim - University,26.34668,43.76645,05-01-2017,0.8787989554590688,0.5,57.0,4.0,0.29948556466552056,0.0,1.3,2557.729545,3562.9,846.1,657.0,3668.1,1073.6,1414.9,6486.8,1453.5,676.7,14.9,0.1,15.7,3.0,934.5,4.7,5
Qassim - University,26.34668,43.76645,09-01-2017,1.1082121464526207,0.5,174.5859951,3.462407862,1.419212035743354e-10,0.057002457,1.426658477,2557.729545,2292.2,182.1,404.4,6320.1,463.7,1015.8,6762.1,465.2,365.2,12.8990172,3.725552826,10.9,3.0,934.4,4.6,9
Qassim - University,26.34668,43.76645,10-01-2017,0.2823246588758344,0.5,174.5859951,3.462407862,1.419212035743354e-10,0.057002457,1.426658477,2557.729545,1928.7,140.9,475.3,6183.4,404.9,1248.9,5795.1,351.3,391.7,12.8990172,3.725552826,16.9,3.0,937.5,4.7,10
Qassim - University,26.34668,43.76645,11-01-2017,-0.8647412960919244,0.5,174.5859951,3.462407862,1.419212035743354e-10,0.057002457,1.426658477,2557.729545,1906.5,160.3,519.0,4441.6,423.8,2055.8,4357.5,309.9,785.9,12.8990172,3.725552826,34.5,3.0,940.3,4.7,11
Qassim - University,26.34668,43.76645,03-01-2018,-0.4059149141048209,0.5,113.0,4.0,0.3842790428068014,0.0,1.3,2557.729545,2705.0,89.9,661.5,4762.2,190.1,2221.4,5981.0,184.6,1128.2,15.5,0.1,22.2,3.0,937.8,4.7,3
Qassim - University,26.34668,43.76645,04-01-2018,-0.34473806317320677,0.5,97.0,4.0,0.29948556466552056,0.0,1.4,2557.729545,3219.9,112.2,729.5,4156.5,232.8,2140.3,6390.6,244.2,1519.5,23.2,0.1,34.9,3.0,934.9,4.7,4
Qassim - University,26.34668,43.76645,05-01-2018,0.6340915517326139,0.5,66.0,3.7,0.46907252094808266,0.1,1.4,2557.729545,3810.8,119.3,847.1,4120.8,202.9,1864.5,7093.2,246.9,954.6,21.3,0.1,19.3,3.0,934.0,4.6,5
Qassim - University,26.34668,43.76645,06-01-2018,1.2917426992474623,0.5,351.0,4.0,0.12989860838295808,0.0,1.1,2557.729545,2636.8,95.2,662.6,7287.0,253.1,1487.4,8205.7,259.1,354.4,12.3,0.1,10.3,3.0,931.0,4.7,6
Qassim - University,26.34668,43.76645,07-01-2018,1.398802188377787,0.5,343.0,3.7,0.29948556466552056,0.0,1.1,2557.729545,2564.7,84.0,547.3,7195.6,223.4,1096.5,8062.4,210.8,221.0,12.5,0.1,9.9,3.0,929.0,4.6,7
Qassim - University,26.34668,43.76645,08-01-2018,1.307036911980366,0.5,350.0,4.0,0.12989860838295808,0.0,1.0,2557.729545,1802.8,62.4,378.8,8263.2,321.8,984.4,7805.5,292.3,302.0,14.7,0.1,11.1,3.0,930.4,4.7,8
Qassim - University,26.34668,43.76645,09-01-2018,1.2917426992474623,0.5,174.5859951,3.462407862,1.419212035743354e-10,0.057002457,1.426658477,2557.729545,2619.5,180.0,474.4,5344.1,432.6,1152.2,6456.9,398.6,391.0,12.8990172,3.725552826,13.6,3.0,934.2,4.7,9
Qassim - University,26.34668,43.76645,10-01-2018,0.08349989334808999,0.5,134.0,3.7,0.04510513024167684,0.0,1.2,2557.729545,2059.4,65.7,516.1,5194.3,180.4,2217.5,5360.2,147.2,975.6,14.4,0.1,22.3,3.0,939.1,4.7,10
Qassim - University,26.34668,43.76645,11-01-2018,-1.4153329544764484,0.5,174.5859951,3.462407862,1.419212035743354e-10,0.057002457,1.426658477,2557.729545,1756.4,141.3,570.2,2741.7,416.4,2198.3,3234.1,275.5,1235.2,12.8990172,3.725552826,74.0,3.0,940.9,4.7,11
Qassim - University,26.34668,43.76645,12-01-2018,-1.64474614547,0.5,174.5859951,3.462407862,1.419212035743354e-10,0.057002457,1.426658477,2557.729545,1563.7,128.2,432.8,4302.4,395.5,2055.2,3730.9,253.4,729.4,12.8990172,3.725552826,59.6,3.0,942.3,4.7,12
Qassim - University,26.34668,43.76645,01-01-2019,-1.6906287836687106,0.5,0.0,0.0,-1.989938345149071,0.0,0.0,2557.729545,2114.2,103.0,539.5,2718.9,193.7,2035.7,3588.1,162.9,957.3,0.0,0.0,39.8,3.0,940.9,4.7,1
Qassim - University,26.34668,43.76645,02-01-2019,-1.7518056346003243,0.5,0.0,0.0,-1.989938345149071,0.0,0.0,2557.729545,1905.6,68.2,615.1,4665.4,217.8,2888.0,4661.1,163.9,1404.1,0.0,0.0,40.4,3.0,940.3,4.6,2
Qassim - University,26.34668,43.76645,03-01-2019,-1.2470966144145108,0.5,0.0,0.0,-1.989938345149071,0.0,0.0,2557.729545,2307.4,117.3,999.1,6017.3,352.1,3010.7,6246.9,294.6,1038.4,0.0,0.0,25.5,3.0,937.5,4.7,3
Qassim - University,26.34668,43.76645,04-01-2019,-0.5588570414338554,0.5,174.5859951,3.462407862,1.419212035743354e-10,0.057002457,1.426658477,2557.729545,2586.3,654.6,841.2,5647.1,1243.1,2595.5,6714.5,1191.5,1179.3,12.8990172,3.725552826,31.4,3.0,936.8,4.7,4
Qassim - University,26.34668,43.76645,05-01-2019,0.6952684026642281,0.5,0.0,0.0,-1.989938345149071,0.0,0.0,2557.729545,2966.5,721.3,524.0,4900.0,1349.4,1418.1,6794.2,1465.4,721.8,0.0,0.0,17.5,3.0,934.6,4.7,5
Qassim - University,26.34668,43.76645,06-01-2019,1.4446848265764969,0.5,174.5859951,3.462407862,1.419212035743354e-10,0.057002457,1.426658477,2557.729545,2440.8,614.1,521.6,7175.5,1655.1,1096.9,7884.2,1569.2,210.6,12.8990172,3.725552826,12.4,3.0,932.0,4.7,6
Qassim - University,26.34668,43.76645,07-01-2019,1.4599790393094005,0.5,0.0,0.0,-1.989938345149071,0.0,0.0,2557.729545,2145.4,111.8,617.1,7665.6,349.9,1431.8,7872.2,371.5,339.3,0.0,0.0,8.5,3.0,929.1,4.7,7
Qassim - University,26.34668,43.76645,08-01-2019,1.3376253374461724,0.5,0.0,0.0,-1.989938345149071,0.0,0.0,2557.729545,2134.7,79.9,568.8,7291.1,267.1,1503.6,7468.5,243.2,498.8,0.0,0.0,8.9,3.0,930.5,4.7,8
Qassim - University,26.34668,43.76645,09-01-2019,1.1999774228500415,0.5,174.5859951,3.462407862,1.419212035743354e-10,0.057002457,1.426658477,2557.729545,2103.7,224.3,605.2,6459.2,474.1,1302.5,6638.5,412.1,333.4,12.8990172,3.725552826,14.6,3.0,933.4,4.7,9
Qassim - University,26.34668,43.76645,10-01-2019,0.40467836073906216,0.5,174.5859951,3.462407862,1.419212035743354e-10,0.057002457,1.426658477,2557.729545,2095.3,163.9,447.7,5015.7,387.8,1348.7,5303.2,362.4,551.0,12.8990172,3.725552826,27.0,3.0,937.3,4.7,10
Qassim - University,26.34668,43.76645,11-01-2019,-1.0176834234209589,0.5,174.5859951,3.462407862,1.419212035743354e-10,0.057002457,1.426658477,2557.729545,1633.5,150.9,496.2,4247.1,467.6,2473.9,3935.3,291.0,1062.4,12.8990172,3.725552826,48.9,3.0,940.2,4.7,11
Qassim - University,26.34668,43.76645,12-01-2019,-1.6141577200041932,0.5,174.5859951,3.462407862,1.419212035743354e-10,0.057002457,1.426658477,2557.729545,1116.5,99.3,387.5,6431.9,479.5,1430.0,4256.8,263.0,252.0,12.8990172,3.725552826,42.6,3.0,940.9,4.7,12
Qassim - University,26.34668,43.76645,01-01-2020,-2.134160952922911,0.5,174.5859951,3.462407862,1.419212035743354e-10,0.057002457,1.426658477,2557.729545,1150.9,347.1,493.7,6824.1,1641.4,1858.2,4603.5,996.4,472.5,12.8990172,3.725552826,37.3,3.0,941.9,4.7,1
Qassim - University,26.34668,43.76645,02-01-2020,-1.5070982308738692,0.5,174.5859951,3.462407862,1.419212035743354e-10,0.057002457,1.426658477,2557.729545,1827.2,589.1,785.1,5811.4,1740.3,2674.2,5205.5,1184.3,832.1,12.8990172,3.725552826,32.5,3.0,940.9,4.7,2
Qassim - University,26.34668,43.76645,03-01-2020,-0.9106239342906344,0.5,174.5859951,3.462407862,1.419212035743354e-10,0.057002457,1.426658477,2557.729545,2640.2,729.6,890.7,5124.5,1708.5,2455.6,6086.5,1354.6,766.5,12.8990172,3.725552826,27.6,3.0,937.3,4.7,3
